text,Binary_label,label,hotel,origin,source_dataset,cell_id_variation,split
"I usually stay at the Hotel Monaco but stayed at the Allegro because most the Monaco was booked. While the Allegro is similar to the Monaco in it's decor (less traditional and more funky interior) it is not nearly as nice. The linens are not as high quality as the Monaco and the rooms are not decorated as nice. The rooms are also smaller. The main reason I would not recommend the hotel though, is the bathroom. It has an old tiled floor, with an old sink, and old toilet. It reminds me of something you would find in a men's locker room. Although the Allegro has installed a nice mirror, it does not make up for the limited counter space and dingy apperance. Also, the layout of the bathroom is terrible. The toilet is so close to the wall that the toilet paper sits in your lap as you sit on the toilet. Also, the room is not very clean as well. The floor in my room was dirty and I found crumbs in the drawers. I would recommend staying at the Monaco, Hard Rock, or Soffitel for a hotel that is a little less traditional but still nice.
",real,0,allegro,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Loved the rooftop pool and the bar downstairs, and the bed was honestly one of the comfiest I've slept in at any hotel. Staff remembered my name by day two. Perfect location too -- would happily stay again.",fake,1,james,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,short_positive_unstructured_few_shot,train
"We stayed at the Monaco for three nights in early October and I'm still thinking about it. I'd read some mixed comments about noise before booking, so I requested a room away from the street, and the front desk looked after us without any fuss. It turned out to be genuinely quiet the whole stay, which honestly made the trip. The location is hard to beat if you're on foot: grab a coffee and you're at the waterfront in ten minutes, museums and restaurants just a short walk in the other direction. Our room had the quirks you'd expect from a boutique property, but everything worked, including the wifi, which stayed fast even when the place filled up for a conference midweek. The bathroom was bigger than we needed, with good water pressure and decent toiletries. Staff remembered our names by day two. Would return without hesitation.",fake,1,monaco,glm-5.3-flash,Hotel_LLM_Reviews_glm-5.3-flash.csv,long_positive_structured_few_shot,train
"Bathroom had hair on the floor and the shower pressure was dismal. Walls were paper-thin, with guests stomping until midnight. Location is decent for metro access, but the dated room and poor cleanliness made this stay far from the InterContinental standard.",fake,1,intercontinental,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,short_negative_structured_zero_shot,train
"My friend book this hotel for us for a girls weekend in Chicago. Lets just say we were thankful we didn't have to spend much time in the room. The carpet was so stained it looked like it was suppose to be that way. The furniture was worn and outdated. The place was gross and just wasn't worth the money we spent on it. The only redeeming quality was the door man, we was very nice and helpful.
",real,0,ambassador,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"This hotel is totally overrated. Yes, the location is awesome, but there are plenty of other nearby hotel options. The customer service, or lack thereof, was particularly disappointing. Why are they paying anywhere from 2 - 8 doormen yet none of them can ever actually open the door for a lady? Even when her hands are full. The housekeeping staff couldn't figure out our preferences even after we left them a daily note explicitly stating such along with a tip -every day. Why ask what newspaper we want with our morning room service when you don't bring it anyway. As stated previously, the location is great. Location, however, does not make up for the complete lack of customer service and inattentiveness from staff. I would not stay here again.
",real,0,sofitel,human_real,Hotel_Human_VS_HumanFake_relabelled.csv,,train
"Staff were warm and efficient, the decor felt fresh rather than tired, and breakfast had plenty of choice. Despite the central location, our room stayed pleasantly quiet at night.",fake,1,affinia,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,short_positive_structured_few_shot,train
"My three-night stay at the Hilton was exactly what I needed, and honestly, I could have used a fourth day to fully unwind. The room was spotless, with crisp white linens and a bathroom that gleamed like it had just been sanitized. I was a bit worried about street noise given the central location, but the double-glazed windows kept everything wonderfully hushed; I slept like a log. The highlight was the view--a sweeping panorama of the city skyline that shifted from glittering lights at dusk to soft, hazy gold at sunrise. I never felt rushed, though the time flew by. The housekeeping staff were discreet and efficient, refreshing towels daily without ever intruding. It's rare to find a hotel that balances comfort, quiet, and convenience so seamlessly. I'm already checking dates for my return visit.",fake,1,hilton,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_positive_structured_few_shot,train
"My stay at the Hyatt was disappointing, especially considering the price. I expected a polished, comfortable experience, but the room felt dated and lacked the careful maintenance I associate with this brand. Although the sheets and towels were clean, there was dust along the window ledge and a questionable stain on the desk chair. The Wi-Fi was another frustration: it connected briefly, then repeatedly dropped during work calls, even after I restarted my device. Breakfast had plenty of options, but most of the hot food was lukewarm, the coffee tasted weak, and the dining area was crowded and poorly cleared. Staff were polite when approached, but not especially attentive. Overall, the stay did not feel worth the money, and I would choose a less expensive hotel next time.",fake,1,hyatt,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,long_negative_structured_zero_shot,train
"Breakfast was fresh and varied, the staff genuinely welcoming, and our room overlooked the city skyline. For the comfortable stay and central location, Hotel James felt well worth the price.",fake,1,james,gpt5.6-luna,Hotel_LLM_Reviews_gpt5.6_luna.csv,short_positive_structured_zero_shot,train
"Omni made our weekend feel easy from the moment we checked in. The front desk team was warm, efficient, and happy to suggest a nearby restaurant without sounding rehearsed. Our room was spotless and surprisingly quiet, with a broad view of the skyline and the park below; sunset from the window was a real highlight. The decor has a classic, slightly traditional feel, but it looked well maintained rather than dated, and the bed was exceptionally comfortable. We also appreciated the prompt response when we asked for extra towels. Between the comfortable room, friendly service, and convenient location, the stay went by far too quickly. We would gladly return.",fake,1,omni,gpt5.6-terra,Hotel_LLM_Reviews_gpt5.6_terra.csv,long_positive_structured_zero_shot,train
"You can't beat the location for exploring downtown, which was the only saving grace. Unfortunately, the stay felt about two nights too long once the issues piled up. Breakfast was a chaotic zoo--the scrambled eggs were watery, the coffee urn ran dry twice, and the 'hot' oatmeal was lukewarm by the time I found a table. Sleep was nearly impossible: the AC unit clanked all night, and the walls were so thin I heard every toilet flush from the adjacent room. The bed sagged in the middle, and the pillows were flat as pancakes. I checked out a day early, honestly. For the price, I expected basic comfort. Instead, I left exhausted and disappointed. A convenient spot wasted on a rundown property. I won't be back.",fake,1,homewood,deepseekv4-flash,Hotel_LLM_Reviews_deepseekv4_flash.csv,long_negative_structured_few_shot,train
